Id,AccountStatus__c,BarrDirectAppUser__c,BillToReference__c,BillingCity,BillingCountry,BillingCountryCode,BillingGeocodeAccuracy,BillingLatitude,BillingLongitude,BillingPostalCode,BillingSameAsShipping__c,BillingState,BillingStateCode,BillingStreet,ClosedDate__c,ClosedReason__c,CreditStatus__c,CustomerShopNumber__c,CustomerTier__c,DeliveryPointCriteriaMet__c,Depot__c,Email__c,ExternalDBID__c,FieldSalesRegion__c,FieldSalesTerritory__c,FixedDeliveryInstructions__c,FormalCreditCheckAgreed__c,Frequency__c,InvoiceType__c,LastOrderDate__c,MinOrderQuantity__c,Name,PORequired__c,ParentId,Phone,PreferredCallTimeTelesales__c,PreferredVisitTime__c,PreviousAccount__c,PricedUnpricedInvoice__c,PrimaryCallDay__c,PrimaryDeliveryDay__c,PrimaryGridNumber__c,PrimaryPaymentMethod__c,PrimaryStartDate__c,RecordTypeId,SeasonalAccount__c,SeasonalEndDate__c,SeasonalStartDate__c,SecondaryCallDay__c,SecondaryDeliveryDay__c,SecondaryGridNumber__c,SecondaryStartDate__c,SeparateLoad__c,ShippingCity,ShippingCountry,ShippingCountryCode,ShippingGeocodeAccuracy,ShippingLatitude,ShippingLongitude,ShippingPostalCode,ShippingState,ShippingStateCode,ShippingStreet,StoreName__c,SupplierRef__c,Symbol__c,Type,aforza__Active__c,aforza__Credit_Amount__c,aforza__Credit_Length__c,aforza__Default_Price_Book__c,aforza__Last_Visit__c,aforza__Operating_Hours__c,aforza__Primary_Contact__c,Parent.Name,PreviousAccount__r.Name,aforza__Default_Price_Book__r.Name,aforza__Operating_Hours__r.Name,aforza__Primary_Contact__r.Name,RecordType.$$DeveloperName$NamespacePrefix$SobjectType
0012z00000BytMLAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,BURROWS NEWSAGENTS,false,0012z00000ByXZ6AAN,,,,,,1,3,3M108MO1,Credit,2022-10-28,0128d000001HhauAAC,false,,,,,,,false,CREWE,,,,53.097903,-2.434739,CW1 2AQ,,,106 EARLE STREET,BURROWS NEWSAGENTS,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMMAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,COOPER LANE FISH/CHIPS,false,0012z00000ByXZ6AAN,,,,,,5,2,2M207FR2,Credit,2022-10-17,0128d000001HhauAAC,false,,,,,,,false,WEST YORKSHIRE,,,,53.766975,-1.808145,BD6 3PB,,,103 COOPER LANE,COOPER LANE FISH/CHIPS,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMNAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,GO LOCAL ROMFORD,false,0012z00000ByXZ6AAN,,,,,,2,4,4M206TU2,Credit,2022-10-21,0128d000001HhauAAC,false,,,,,,,false,LIVERPOOL,,,,53.448728,-2.714916,WA9 1QE,,,137 ROMFORD STREET,GO LOCAL ROMFORD,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMOAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,J B HALAL SUPERSTORE,false,0012z00000ByXZ6AAN,,,,,,2,4,4M201TU2,Credit,2022-10-25,0128d000001HhauAAC,false,,,,,,,false,LIVERPOOL,,,,53.396434,-2.932058,L15 0EF,,,95 LAWRENCE ROAD,J B HALAL SUPERSTORE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMPAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,ONE STOP,false,0012z00000ByXZ6AAN,,,,,,1,3,3M202MO2,Credit,2022-10-25,0128d000001HhauAAC,false,,,,,,,false,PRESTON,,,,53.901517,-2.77416,PR3 1EA,,,34 - 37 HIGH STREET,ONE STOP,,,,,400,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMQAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,BUDGET BOOZE,false,0012z00000ByXZ6AAN,,,,,,4,1,1B002TH2,Credit,2022-10-24,0128d000001HhauAAC,false,,,,,,,false,BEBINGTON,,,,53.363533,-2.999159,CH62 1DG,,,11 NEW CHESTER ROAD,BUDGET BOOZE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMRAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,FISSONS STORES,false,0012z00000ByXZ6AAN,,,,,,5,2,2M105FR1,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,LEEDS,,,,53.744553,-1.550377,LS10 4LA,,,24-26 SISSONS AVENUE,FISSONS STORES,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMSAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,ASGHAR & SONS SUPERMARKET LTD,false,0012z00000ByXZ6AAN,,,,,,1,3,3M204MO2,Credit,2022-10-28,0128d000001HhauAAC,false,,,,,,,false,BLACKBURN,,,,53.75538,-2.476174,BB1 6DG,,,UNIT 7 WHALLEY RANGE BUSINESS PARK,ASGHAR & SONS SUPERMARKET LTD,,,,,2000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMTAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,BASILDON GREEN CONVENIENCE STORE,false,0012z00000ByXZ6AAN,,,,,,5,2,2M206FR2,Credit,2022-10-24,0128d000001HhauAAC,false,,,,,,,false,SHIPLEY,,,,53.842924,-1.772418,BD17 5QP,,,38-42 CLIFFE LANE WEST,BASILDON GREEN CONVENIENCE STORE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMUAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,M&S CONVENIENCE SHOP LTD,false,0012z00000ByXZ6AAN,,,,,,4,1,1M206TH2,Credit,2022-10-21,0128d000001HhauAAC,false,,,,,,,false,SHEFFIELD,,,,53.345348,-1.386354,S12 4HE,,,41 - 43 SPAR VIEW ROAD HACKENTHORPE,M&S CONVENIENCE SHOP LTD,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMVAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,NABIL'S CONVENIENCE STORE,false,0012z00000ByXZ6AAN,,,,,,1,3,3M104MO1,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,BLACKBURN,,,,53.725459,-2.499827,BB2 4NL,,,4 OUSEBURNE ROAD,NABIL'S CONVENIENCE STORE,,,,,1000,,01s2z000001T4AJAA0,2022-10-18T13:04:02.000+0000,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMWAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,PREMIER,false,0012z00000ByXZ6AAN,,,,,,5,2,2M208FR2,Credit,2022-10-17,0128d000001HhauAAC,false,,,,,,,false,BRADFORD,,,,53.790641,-1.85312,BD13 3JD,,,494-496 THORNTON ROAD,PREMIER,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLmAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,LONDIS CONVENIENCE STORE,false,0012z00000ByXZ6AAN,,,,,,1,3,3M101MO1,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,BLACKPOOL,,,,53.855748,-3.032196,FY2 0BX,,,168 ASHFIELD ROAD,LONDIS CONVENIENCE STORE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLnAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,LITTLE NESTON EXPRESS,false,0012z00000ByXZ6AAN,,,,,,4,1,1B001TH2,Credit,2022-10-17,0128d000001HhauAAC,false,,,,,,,false,NESTON,,,,53.28711,-3.056058,CH64 9RG,,,14 RAEBURN AVENUE,LITTLE NESTON EXPRESS,,,,,1000,,01s2z000001T4AJAA0,2022-10-19T11:38:53.000+0000,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLoAAJ,Traders,No,,,,,,,,,false,,,,,,,,,No,M,,,,,,,F,,,10,FIZAH GROCERS,false,0012z00000ByXZ6AAN,,,,,,3,5,5M108WE1,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,CHEADLE,,,,53.371702,-2.224145,SK8 3DY,,,120 FINNEY LANE,FIZAH GROCERS,,,,,1000,,01s8d0000052c0sAAA,,,,MOSTON CREDIT CUSTOMERS,,Standard Price Book,,,Outlet;aforza;Account
0012z00000BytLpAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,W,,,10,GIGI SUPERMARKET,false,0012z00000ByXZ6AAN,,,,,,3,5,5M108WEW,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,CHEADLE,,,,53.388065,-2.179304,SK8 5QJ,,,4-6 GROSVENOR ROAD,GIGI SUPERMARKET,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLqAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,HIDDERLEYS FOURCOURT,false,0012z00000ByXZ6AAN,,,,,,2,4,4M103TU1,Credit,2022-10-19,0128d000001HhauAAC,false,,,,,,,false,BOOTLE,,,,53.461064,-2.988209,L20 6JJ,,,501 HAWTHORNE ROAD,HIDDERLEYS FOURCOURT,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLrAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,MICKLE TRAFFORD CONVENIENCE STORE,false,0012z00000ByXZ6AAN,,,,,,5,2,2B001FR1,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,CHESTER,,,,53.222825,-2.831764,CH2 4DZ,,,2 WELLS CLOSE,MICKLE TRAFFORD CONVENIENCE STORE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLsAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,DALELAND SHOP LTS,false,0012z00000ByXZ6AAN,,,,,,1,3,3B001MO1,Credit,2022-10-28,0128d000001HhauAAC,false,,,,,,,false,MARKET DRAYTON,,,,52.896968,-2.498532,TF9 1DQ,,,DALELANDS WEST,DALELAND SHOP LTS,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLtAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,MERLIN FOOD SERVICE,false,0012z00000ByXZ6AAN,,,,,,1,3,3M101MO1,Credit,2022-10-17,0128d000001HhauAAC,false,,,,,,,false,WESHAM,,,,53.762027,-2.750552,PR4 3FZ,,,UNIT G BRADKIRK BUSINESS PARKK,MERLIN FOOD SERVICE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLuAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,BARKAT'S NEWS ETC,false,0012z00000ByXZ6AAN,,,,,,3,5,5M108WE1,Credit,2022-10-17,0128d000001HhauAAC,false,,,,,,,false,CHEADLE,,,,53.371702,-2.224145,SK8 3DY,,,118 FINNEY LANE,BARKAT'S NEWS ETC,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLvAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,REHAN AND SONS,false,0012z00000ByXZ6AAN,,,,,,4,1,1M207TH2,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,SHEFFIELD,,,,53.357974,-1.482334,S7 1FU,,,529-533 ABBEYDALE ROAD,REHAN AND SONS,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLwAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,HL SUPERMARKET,false,0012z00000ByXZ6AAN,,,,,,4,1,1M106TH1,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,SHEFFIELD,,,,53.408912,-1.448094,S4 8GT,,,18-22 PAGE HALL ROAD,HL SUPERMARKET,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLxAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,AL AQSA SUPERMARKET LTD T/A MARKET ASIA,false,0012z00000ByXZ6AAN,,,,,,4,1,1M109TH1,Credit,2022-10-27,0128d000001HhauAAC,false,,,,,,,false,SCUNTHORPE,,,,53.591466,-0.652534,DN15 6EG,,,2-6 CLARKE STREET,AL AQSA SUPERMARKET LTD T/A MARKET ASIA,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLyAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,PUNJAB STORES,false,0012z00000ByXZ6AAN,,,,,,5,2,2M208FR2,Credit,2022-10-27,0128d000001HhauAAC,false,,,,,,,false,BRADFORD,,,,53.810405,-1.762115,BD8 7AE,,,16 OAKROYD TERRACE,PUNJAB STORES,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytLzAAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,ST MINI MARKET,false,0012z00000ByXZ6AAN,,,,,,2,4,4M101TU1,Credit,2022-10-21,0128d000001HhauAAC,false,,,,,,,false,GARSTON,,,,53.353777,-2.894093,L19 2NY,,,45 SPEKE ROAD,ST MINI MARKET,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000ByXZ6AAN,Open,No,,MANCHESTER,United Kingdom,GB,,,,M40 0AE,false,,,440 HOLLINWOOD AVENUE,,,,,,,,,,,,,,,,,10,MOSTON CREDIT CUSTOMERS,false,,,,,,,,,,Credit,,0122z000001VQD1AAO,false,,,,,,,false,,,,,,,,,,,,,,,,1000000,,,,,,,,,,,Customer;Account
0012z00000BytM0AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,W,,2022-10-24,10,AK SUPERSTORE,false,0012z00000ByXZ6AAN,,,,,,5,2,2M203FRW,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,DEWSBURY,,,,53.693675,-1.624627,WF13 1PH,,,4 BATTY STREET,AK SUPERSTORE,,,,,3000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM1AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,ZAFFS GO LOCAL,false,0012z00000ByXZ6AAN,,,,,,3,5,5M202WE2,Credit,2022-10-21,0128d000001HhauAAC,false,,,,,,,false,MANCHESTER,,,,53.485947,-2.218599,M4 7JJ,,,128 BUTLER STREET,ZAFFS GO LOCAL,,,,,2500,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM2AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,THRU FOOD AND WINE,false,0012z00000ByXZ6AAN,,,,,,4,1,1B002TH1,Credit,2022-10-26,0128d000001HhauAAC,false,,,,,,,false,WIRRAL,,,,53.381987,-3.027615,CH42 7HB,,,40 DERBY ROAD,THRU FOOD AND WINE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM3AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,SCOTT STORE & OFF LICENCE,false,0012z00000ByXZ6AAN,,,,,,2,4,4M104TU1,Credit,2022-10-27,0128d000001HhauAAC,false,,,,,,,false,WARRINGTON,,,,53.395918,-2.586443,WA2 7EH,,,55 SCOTT STREET,SCOTT STORE & OFF LICENCE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM4AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,W,,,10,ABI MINIMART,false,0012z00000ByXZ6AAN,,,,,,2,4,4M101TUW,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,LIVERPOOL,,,,53.390035,-2.975796,L8 6TG,,,43 WARWICK STREET,ABI MINIMART,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM5AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,SHREEKHDAL STORE LTD,false,0012z00000ByXZ6AAN,,,,,,1,3,3M207MO2,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,BOLTON,,,,53.565764,-2.435977,BL3 6PE,,,2 BROACH STREET,SHREEKHDAL STORE LTD,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM6AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,W,,,10,COOL PARTIES LTD T/A MONKEY PLAY LAND,false,0012z00000ByXZ6AAN,,,,,,1,3,3M205MOW,Credit,2022-10-24,0128d000001HhauAAC,false,,,,,,,false,ROSSENDALE,,,,53.708362,-2.332494,BB4 5JT,,,UNIT 10 CARRS INDUSTRIAL ESTATE,COOL PARTIES LTD T/A MONKEY PLAY LAND,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM7AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,JAYSONS MINI MARKET,false,0012z00000ByXZ6AAN,,,,,,3,5,5M206WE2,Credit,2022-10-17,0128d000001HhauAAC,false,,,,,,,false,MANCHESTER,,,,53.553074,-2.324678,M26 1BH,,,36 ALBION STREET,JAYSONS MINI MARKET,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM8AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,HARESFINCH SERVICE STATION LTD,false,0012z00000ByXZ6AAN,,,,,,2,4,4M106TU1,Credit,2022-10-26,0128d000001HhauAAC,false,,,,,,,false,ST HELENS,,,,53.466711,-2.728866,WA11 9LQ,,,HARESFINCH VIEW,HARESFINCH SERVICE STATION LTD,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytM9AAJ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,SUPER BOOZE MINIMARKET LTD,false,0012z00000ByXZ6AAN,,,,,,2,4,4M204TU2,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,SWINTON,,,,53.513391,-2.352981,M27 9PJ,,,279 MOORSIDE ROAD,SUPER BOOZE MINIMARKET LTD,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMAAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,SWEET EMPORIUM,false,0012z00000ByXZ6AAN,,,,,,1,3,3M101MO1,Credit,2022-10-25,0128d000001HhauAAC,false,,,,,,,false,FLEETWOOD,,,,53.917136,-3.013505,FY7 6AE,,,UNIT Q1 ANCHORAGE ROAD,SWEET EMPORIUM,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMBAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,DRAKE STORES,false,0012z00000ByXZ6AAN,,,,,,4,1,1B001TH2,Credit,2022-10-17,0128d000001HhauAAC,false,,,,,,,false,NESTON,,,,53.294912,-3.059131,CH64 9TW,,,28 DRAKE ROAD,DRAKE STORES,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMCAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,W,,,10,CHANAN LTD T/A SELECT CONVENIENCE,false,0012z00000ByXZ6AAN,,,,,,4,1,1M206THW,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,SHEFFIELD,,,,53.362591,-1.35769,S13 7RF,,,125 STATION ROAD,CHANAN LTD T/A SELECT CONVENIENCE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMDAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,NISA LOCAL [K06800],false,0012z00000ByXZ6AAN,,,,,,4,1,1B001TH2,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,NESTON,,,,53.283441,-3.063302,CH64 9SE,,,39-41 WESTVALE,NISA LOCAL [K06800],,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMEAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,FOOD WORLD,false,0012z00000ByXZ6AAN,,,,,,3,5,5M104WE1,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,ASHTON-UNDER-LYNE,,,,53.487488,-2.102155,OL6 7BA,,,258-260 KATHERINE STREET,FOOD WORLD,,,,,3000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMFAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,FLOWER ESTATE OFF LICENCE,false,0012z00000ByXZ6AAN,,,,,,1,3,3M207MO2,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,BOLTON,,,,53.551948,-2.41567,BL4 0DN,,,1 DAFFODIL ROAD,FLOWER ESTATE OFF LICENCE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMGAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,SS STORES,false,0012z00000ByXZ6AAN,,,,,,4,1,1M203TH2,Credit,2022-10-24,0128d000001HhauAAC,false,,,,,,,false,GOLTHORPE,,,,53.533659,-1.305483,S63 9LS,,,25 BARNSLEY ROAD,SS STORES,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMHAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,SWINTON SUPERSTORE,false,0012z00000ByXZ6AAN,,,,,,2,4,4M204TU2,Credit,2022-10-20,0128d000001HhauAAC,false,,,,,,,false,MANCHESTER,,,,53.515023,-2.345274,M27 6AY,,,367-369 CHORLEY ROAD,SWINTON SUPERSTORE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMIAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,THE OAST HOUSE NEWS LTD,false,0012z00000ByXZ6AAN,,,,,,1,3,3M207MO2,Credit,2022-10-25,0128d000001HhauAAC,false,,,,,,,false,BOLTON,,,,53.575682,-2.390153,BL2 6DZ,,,2 SANDHURST DRIVE,THE OAST HOUSE NEWS LTD,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMJAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,M,,,,,,,F,,,10,JAYS OFF LICENCE,false,0012z00000ByXZ6AAN,,,,,,3,5,5M102WE1,Credit,2022-10-24,0128d000001HhauAAC,false,,,,,,,false,MANCHESTER,,,,53.472651,-2.1677,M11 2NG,,,1168 -1170 ASHTON OLD ROAD,JAYS OFF LICENCE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000BytMKAAZ,Traders,No,,,,,,,,,false,,,,,,,,,,B,,,,,,,F,,,10,STATION NEWS,false,0012z00000ByXZ6AAN,,,,,,5,2,2B000FR1,Credit,2022-10-18,0128d000001HhauAAC,false,,,,,,,false,CHESTER,,,,53.194323,-2.888662,CH1 3EF,,,GORSESTACKS,STATION NEWS,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000ByawBAAR,,,,,,,,,,,false,,,,,,On Hold,,,Yes,M,,,,,,,F,,,,COST SAVERS LOCAL SUPERMARKET,false,,,,,,,2,4,,,2022-10-25,0128d000001HhauAAC,false,,,,,,,false,,,,,,,,,,,,,,,,,,01s2z000001T4AJAA0,,,,,,CENTRAL GROUP,,,Outlet;aforza;Account
0012z00000ByawCAAR,Traders,No,,,,,,,,,false,,,,,,Good,,,Yes,M,,,,,,,F,,,10,PARKINSON CONVENIENCE STORE,false,0012z00000ByXZ6AAN,,,,,,1,3,3M104MO1,Credit,2022-10-25,0128d000001HhauAAC,false,,,,,,,false,BLACKBURN,,,,53.735328,-2.499944,BB2 4ET,,,9 PARKINSON STREET,PARKINSON CONVENIENCE STORE,,,,,1000,,01s2z000001T4AJAA0,,,,MOSTON CREDIT CUSTOMERS,,CENTRAL GROUP,,,Outlet;aforza;Account
