Id,Name,aforza__Account__c,aforza__Attribute__c,aforza__Product__c,aforza__Value__c,aforza__Account__r.Name,aforza__Attribute__r.aforza__Code__c,aforza__Product__r.StockKeepingUnit
a0A2z000000B0lXEAS,AAS-00001244,0012z00000CGKBBAA5,a0C2z000000B59OEAS,,England,KOBEDA KINGS,AA-0010,
a0A2z000000B0lYEAS,AAS-00001245,0012z00000CGKBCAA5,a0C2z000000B59OEAS,,England,A & C NEWS,AA-0010,
a0A2z000000B0lZEAS,AAS-00001246,0012z00000CGKBEAA5,a0C2z000000B59OEAS,,England,NOOR CASH & CARRY LTD,AA-0010,
a0A2z000000B0laEAC,AAS-00001247,0012z00000CGKBFAA5,a0C2z000000B59OEAS,,England,COLNE ROAD NEWS LTD,AA-0010,
a0A2z000000B0lbEAC,AAS-00001248,0012z00000CGKBGAA5,a0C2z000000B59OEAS,,England,R K SWEETS,AA-0010,
a0A2z000000B0lcEAC,AAS-00001249,0012z00000CGKBHAA5,a0C2z000000B59OEAS,,England,TODAYS LOCAL,AA-0010,
a0A2z000000B0ldEAC,AAS-00001250,0012z00000CGKBIAA5,a0C2z000000B59OEAS,,England,CLOUGHFIELDS CONVENIENCE,AA-0010,
a0A2z000000B0leEAC,AAS-00001251,0012z00000CGKBJAA5,a0C2z000000B59OEAS,,England,ONE STOP SHOP,AA-0010,
a0A2z000000B0lfEAC,AAS-00001252,0012z00000CGKBKAA5,a0C2z000000B59OEAS,,England,HASH HARRYS FOOD AND WINE,AA-0010,
a0A2z000000B0bMEAS,AAS-00000613,0012z00000CGK20AAH,a0C2z000000B59OEAS,,England,GRAMPIAN SUPERMARKET,AA-0010,
a0A2z000000B0bNEAS,AAS-00000614,0012z00000CGK21AAH,a0C2z000000B59OEAS,,England,CLEVELY CONVENIENCE STORE,AA-0010,
a0A2z000000B0bOEAS,AAS-00000615,0012z00000CGK22AAH,a0C2z000000B59OEAS,,England,HOLMFIRTH SERVICES LTD,AA-0010,
a0A2z000000B0bPEAS,AAS-00000616,0012z00000CGK23AAH,a0C2z000000B59OEAS,,England,KASHS DISCOUNT STORE,AA-0010,
a0A2z000000B0bQEAS,AAS-00000617,0012z00000CGK24AAH,a0C2z000000B59OEAS,,England,FRESHMART SUPERSTORE,AA-0010,
a0A2z000000B0bREAS,AAS-00000618,0012z00000CGK4eAAH,a0C2z000000B59OEAS,,England,NADEEM & FAMILY LTD,AA-0010,
a0A2z000000B0bSEAS,AAS-00000619,0012z00000CGK4fAAH,a0C2z000000B59OEAS,,England,ISSA & ZAMIS NEWS AGENTS,AA-0010,
a0A2z000000B0bTEAS,AAS-00000620,0012z00000CGK4hAAH,a0C2z000000B59OEAS,,England,GREEN GATE MINI MARKET,AA-0010,
a0A2z000000B0bUEAS,AAS-00000621,0012z00000CGK4iAAH,a0C2z000000B59OEAS,,England,FIRST CHOICE STORE LTD,AA-0010,
a0A2z000000B0bVEAS,AAS-00000622,0012z00000CGK4jAAH,a0C2z000000B59OEAS,,England,V D M NEWS LTD,AA-0010,
a0A2z000000B0bWEAS,AAS-00000623,0012z00000CGK4kAAH,a0C2z000000B59OEAS,,England,COLINS CONVENIENCE,AA-0010,
a0A2z000000B0bXEAS,AAS-00000624,0012z00000CGK4lAAH,a0C2z000000B59OEAS,,England,MOSTON EXPRESS,AA-0010,
a0A2z000000B0bYEAS,AAS-00000625,0012z00000CGK4mAAH,a0C2z000000B59OEAS,,England,FARFIELD NEWS & CONVENIENCE,AA-0010,
a0A2z000000B0bZEAS,AAS-00000626,0012z00000CGK4nAAH,a0C2z000000B59OEAS,,England,TD NEWS,AA-0010,
a0A2z000000B0baEAC,AAS-00000627,0012z00000CGK4oAAH,a0C2z000000B59OEAS,,England,KASHMIR MART,AA-0010,
a0A2z000000B0bbEAC,AAS-00000628,0012z00000CGK4qAAH,a0C2z000000B59OEAS,,England,BARGAIN BOOZE,AA-0010,
a0A2z000000B0bcEAC,AAS-00000629,0012z00000CGK4rAAH,a0C2z000000B59OEAS,,England,NEW STAR SUPERMARKET,AA-0010,
a0A2z000000B0bdEAC,AAS-00000630,0012z00000CGK4sAAH,a0C2z000000B59OEAS,,England,VICTORIA NEWS AND BOOZE,AA-0010,
a0A2z000000B0beEAC,AAS-00000631,0012z00000CGK4tAAH,a0C2z000000B59OEAS,,England,LORD LANE POST OFFICE,AA-0010,
a0A2z000000B0bfEAC,AAS-00000632,0012z00000CGK4uAAH,a0C2z000000B59OEAS,,England,R R CONVENIENCE STORE,AA-0010,
a0A2z000000B0bgEAC,AAS-00000633,0012z00000CGK4vAAH,a0C2z000000B59OEAS,,England,STADBROKE POST OFFICE,AA-0010,
a0A2z000000B0bhEAC,AAS-00000634,0012z00000CGK4xAAH,a0C2z000000B59OEAS,,England,SAGAA NEWSAGENTS,AA-0010,
a0A2z000000B0biEAC,AAS-00000635,0012z00000CGK4yAAH,a0C2z000000B59OEAS,,England,SLOBBERY CHOPS LTD,AA-0010,
a0A2z000000B0bjEAC,AAS-00000636,0012z00000CGK4zAAH,a0C2z000000B59OEAS,,England,MOB MINI MARKET,AA-0010,
a0A2z000000B0bkEAC,AAS-00000637,0012z00000CGK5iAAH,a0C2z000000B59OEAS,,England,THE GROVE,AA-0010,
a0A2z000000B0blEAC,AAS-00000638,0012z00000CGK5jAAH,a0C2z000000B59OEAS,,England,BARKAT FOODSTORE,AA-0010,
a0A2z000000B0bmEAC,AAS-00000639,0012z00000CGK5kAAH,a0C2z000000B59OEAS,,England,BEST SAVER WINE STORE,AA-0010,
a0A2z000000B0bnEAC,AAS-00000640,0012z00000CGK5lAAH,a0C2z000000B59OEAS,,England,TARGET STORE,AA-0010,
a0A2z000000B0boEAC,AAS-00000641,0012z00000CGK5mAAH,a0C2z000000B59OEAS,,England,WENSLEY MINIMARKET,AA-0010,
a0A2z000000B0bpEAC,AAS-00000642,0012z00000CGK5nAAH,a0C2z000000B59OEAS,,England,TOP WHITEHEADS FOOD LTD,AA-0010,
a0A2z000000B0bqEAC,AAS-00000643,0012z00000CGK5oAAH,a0C2z000000B59OEAS,,England,CARLETON NEWS,AA-0010,
a0A2z000000B0brEAC,AAS-00000644,0012z00000CGK5pAAH,a0C2z000000B59OEAS,,England,THE TOP SHOP,AA-0010,
a0A2z000000B0bsEAC,AAS-00000645,0012z00000CGK5rAAH,a0C2z000000B59OEAS,,England,DORCHESTER NEWS,AA-0010,
a0A2z000000B0btEAC,AAS-00000646,0012z00000CGK5tAAH,a0C2z000000B59OEAS,,England,THIS n THAT CAFE,AA-0010,
a0A2z000000B0buEAC,AAS-00000647,0012z00000CGK5uAAH,a0C2z000000B59OEAS,,England,EARLY TO LATE,AA-0010,
a0A2z000000B0bvEAC,AAS-00000648,0012z00000CGK5wAAH,a0C2z000000B59OEAS,,England,A & R MINIMARKET,AA-0010,
a0A2z000000B0bwEAC,AAS-00000649,0012z00000CGK5xAAH,a0C2z000000B59OEAS,,England,EVERTON NEWS,AA-0010,
a0A2z000000B0bxEAC,AAS-00000650,0012z00000CGK5yAAH,a0C2z000000B59OEAS,,England,MINA FOOD LEEDS LIMITED,AA-0010,
a0A2z000000B0byEAC,AAS-00000651,0012z00000CGK5zAAH,a0C2z000000B59OEAS,,England,BETTER BUY PROVISIONS,AA-0010,
a0A2z000000B0bzEAC,AAS-00000652,0012z00000CGK60AAH,a0C2z000000B59OEAS,,England,KUNDOLA GENERAL STORE,AA-0010,
a0A2z000000B0lgEAC,AAS-00001253,0012z00000CGKBLAA5,a0C2z000000B59OEAS,,England,DUNNES,AA-0010,
a0A2z000000B0lhEAC,AAS-00001254,0012z00000CGKBMAA5,a0C2z000000B59OEAS,,England,THURLWELLS,AA-0010,
a0A2z000000B0liEAC,AAS-00001255,0012z00000CGKBNAA5,a0C2z000000B59OEAS,,England,HUSSAINS AND SONS (LEES RD) LTD,AA-0010,
a0A2z000000B0ljEAC,AAS-00001256,0012z00000CGKBOAA5,a0C2z000000B59OEAS,,England,TOP CHOICE,AA-0010,
a0A2z000000B0lkEAC,AAS-00001257,0012z00000CGKBPAA5,a0C2z000000B59OEAS,,England,AMI NEWS,AA-0010,
a0A2z000000B0llEAC,AAS-00001258,0012z00000CGKBQAA5,a0C2z000000B59OEAS,,England,PREMIER - ADWICK ROAD CONVENIENCE STORE,AA-0010,
a0A2z000000B0lmEAC,AAS-00001259,0012z00000CGKBRAA5,a0C2z000000B59OEAS,,England,BOOKER PREMIER MOSSLEY CON STORE,AA-0010,
a0A2z000000B0lnEAC,AAS-00001260,0012z00000CGKBSAA5,a0C2z000000B59OEAS,,England,LOCAL SHOP,AA-0010,
a0A2z000000B0loEAC,AAS-00001261,0012z00000CGKBTAA5,a0C2z000000B59OEAS,,England,FRESHFARE,AA-0010,
a0A2z000000B0lpEAC,AAS-00001262,0012z00000CGKBUAA5,a0C2z000000B59OEAS,,England,RAVENSTHORPE POST OFFICE,AA-0010,
a0A2z000000B0lqEAC,AAS-00001263,0012z00000CGKBVAA5,a0C2z000000B59OEAS,,England,STANCLIFFE FRESH GROCERS UK LTD,AA-0010,
a0A2z000000B0lrEAC,AAS-00001264,0012z00000CGKBWAA5,a0C2z000000B59OEAS,,England,HIGHER CROFT POST OFFICE,AA-0010,
a0A2z000000B0lsEAC,AAS-00001265,0012z00000CGKBXAA5,a0C2z000000B59OEAS,,England,ASIA SUPERSTORE LIMITED,AA-0010,
a0A2z000000B0ltEAC,AAS-00001266,0012z00000CGKBYAA5,a0C2z000000B59OEAS,,England,KPS COUNTY NEWS,AA-0010,
a0A2z000000B0luEAC,AAS-00001267,0012z00000CGKBZAA5,a0C2z000000B59OEAS,,England,WEST TOWN NEWSAGENTS,AA-0010,
a0A2z000000B0lvEAC,AAS-00001268,0012z00000CGKBaAAP,a0C2z000000B59OEAS,,England,GO LOCAL - THAMES SIDE GENERAL STORE,AA-0010,
a0A2z000000B0lwEAC,AAS-00001269,0012z00000CGKBcAAP,a0C2z000000B59OEAS,,England,BRINSWORTH LOCAL MART,AA-0010,
a0A2z000000B0lxEAC,AAS-00001270,0012z00000CGKBdAAP,a0C2z000000B59OEAS,,England,ROSHAN CONV STORE,AA-0010,
a0A2z000000B0lyEAC,AAS-00001271,0012z00000CGKBeAAP,a0C2z000000B59OEAS,,England,COSTCUTTER,AA-0010,
a0A2z000000B0lzEAC,AAS-00001272,0012z00000CGKBfAAP,a0C2z000000B59OEAS,,England,COCOS SOUL FOOD,AA-0010,
a0A2z000000B0m0EAC,AAS-00001273,0012z00000CGKBgAAP,a0C2z000000B59OEAS,,England,GHAUSIA STORE,AA-0010,
a0A2z000000B0m1EAC,AAS-00001274,0012z00000CGKBhAAP,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0m2EAC,AAS-00001275,0012z00000CGKBiAAP,a0C2z000000B59OEAS,,England,JASTHU LTD,AA-0010,
a0A2z000000B0m3EAC,AAS-00001276,0012z00000CGKBjAAP,a0C2z000000B59OEAS,,England,KIBBLE ONESTOP,AA-0010,
a0A2z000000B0m4EAC,AAS-00001277,0012z00000CGK9UAAX,a0C2z000000B59OEAS,,England,HOLLINSEND FOOD STORE,AA-0010,
a0A2z000000B0m5EAC,AAS-00001278,0012z00000CGK9VAAX,a0C2z000000B59OEAS,,England,IRONBRIDGE CONVENIENCE STORE,AA-0010,
a0A2z000000B0m6EAC,AAS-00001279,0012z00000CGK9WAAX,a0C2z000000B59OEAS,,England,NASHS NEWSAGENTS,AA-0010,
a0A2z000000B0m7EAC,AAS-00001280,0012z00000CGK9XAAX,a0C2z000000B59OEAS,,England,SR RAJA CONTINENTAL FOODS,AA-0010,
a0A2z000000B0m8EAC,AAS-00001281,0012z00000CGK9YAAX,a0C2z000000B59OEAS,,England,H R NEWS,AA-0010,
a0A2z000000B0m9EAC,AAS-00001282,0012z00000CGK9ZAAX,a0C2z000000B59OEAS,,England,SUPREME GREEN GROCERS,AA-0010,
a0A2z000000B0mAEAS,AAS-00001283,0012z00000CGK9aAAH,a0C2z000000B59OEAS,,England,STEERS PREMIUM LOCAL,AA-0010,
a0A2z000000B0mBEAS,AAS-00001284,0012z00000CGK9bAAH,a0C2z000000B59OEAS,,England,SELECT AND SAVE,AA-0010,
a0A2z000000B0mCEAS,AAS-00001285,0012z00000CGK9cAAH,a0C2z000000B59OEAS,,England,NISA LOCAL,AA-0010,
a0A2z000000B0mDEAS,AAS-00001286,0012z00000CGK9dAAH,a0C2z000000B59OEAS,,England,THE KABIN,AA-0010,
a0A2z000000B0mEEAS,AAS-00001287,0012z00000CGK9eAAH,a0C2z000000B59OEAS,,England,TINAS TOP SHOP,AA-0010,
a0A2z000000B0mFEAS,AAS-00001288,0012z00000CGK9fAAH,a0C2z000000B59OEAS,,England,WISE & RISE,AA-0010,
a0A2z000000B0mGEAS,AAS-00001289,0012z00000CGK9gAAH,a0C2z000000B59OEAS,,England,WINTERINGHAM MINIMARKET,AA-0010,
a0A2z000000B0mHEAS,AAS-00001290,0012z00000CGK9hAAH,a0C2z000000B59OEAS,,England,J.A.S CONVENIENCE STORE,AA-0010,
a0A2z000000B0mIEAS,AAS-00001291,0012z00000CGK9iAAH,a0C2z000000B59OEAS,,England,METRO STORE,AA-0010,
a0A2z000000B0mJEAS,AAS-00001292,0012z00000CGK9jAAH,a0C2z000000B59OEAS,,England,GODDARD CONVIENIENCE STORE,AA-0010,
a0A2z000000B0c0EAC,AAS-00000653,0012z00000CGK61AAH,a0C2z000000B59OEAS,,England,PREMIER LUNDWOOD CONVENIENCE STORE,AA-0010,
a0A2z000000B0c1EAC,AAS-00000654,0012z00000CGK62AAH,a0C2z000000B59OEAS,,England,VIVO FOOD & WINE STORE,AA-0010,
a0A2z000000B0c2EAC,AAS-00000655,0012z00000CGK63AAH,a0C2z000000B59OEAS,,England,SINGA STYLE EXPRESS,AA-0010,
a0A2z000000B0c3EAC,AAS-00000656,0012z00000CGK64AAH,a0C2z000000B59OEAS,,England,PREMIER SUPER CONVENIENCE,AA-0010,
a0A2z000000B0c4EAC,AAS-00000657,0012z00000CGK65AAH,a0C2z000000B59OEAS,,England,RSD SUPERSTORES,AA-0010,
a0A2z000000B0c5EAC,AAS-00000658,0012z00000CGK66AAH,a0C2z000000B59OEAS,,England,JAYS CONVENIENCE STORE,AA-0010,
a0A2z000000B0c6EAC,AAS-00000659,0012z00000CGK67AAH,a0C2z000000B59OEAS,,England,PREMIER NEWS FOOD & WINES,AA-0010,
a0A2z000000B0c7EAC,AAS-00000660,0012z00000CGK68AAH,a0C2z000000B59OEAS,,England,ONE STOP,AA-0010,
a0A2z000000B0c8EAC,AAS-00000661,0012z00000CGK69AAH,a0C2z000000B59OEAS,,England,WALKERS NEWSAGENTS,AA-0010,
a0A2z000000B0c9EAC,AAS-00000662,0012z00000CGK6AAAX,a0C2z000000B59OEAS,,England,PRAYOSHA GENERAL STORE,AA-0010,
a0A2z000000B0cAEAS,AAS-00000663,0012z00000CGK6BAAX,a0C2z000000B59OEAS,,England,GO LOCAL EXTRA,AA-0010,
a0A2z000000B0cBEAS,AAS-00000664,0012z00000CGK6CAAX,a0C2z000000B59OEAS,,England,DEES NEWS,AA-0010,
a0A2z000000B0cCEAS,AAS-00000665,0012z00000CGK6DAAX,a0C2z000000B59OEAS,,England,DPS LOCAL,AA-0010,
a0A2z000000B0cDEAS,AAS-00000666,0012z00000CGK6EAAX,a0C2z000000B59OEAS,,England,NEIGHBOURS OFF LICENSE AND GROCERIES,AA-0010,
a0A2z000000B0cEEAS,AAS-00000667,0012z00000CGK6FAAX,a0C2z000000B59OEAS,,England,BARROWHILL POST OFFICE,AA-0010,
a0A2z000000B0cFEAS,AAS-00000668,0012z00000CGK6GAAX,a0C2z000000B59OEAS,,England,J.S. MANN & SONS,AA-0010,
a0A2z000000B0cGEAS,AAS-00000669,0012z00000CGK6HAAX,a0C2z000000B59OEAS,,England,CROSSWAYS STORES,AA-0010,
a0A2z000000B0cHEAS,AAS-00000670,0012z00000CGK6IAAX,a0C2z000000B59OEAS,,England,J SINGH,AA-0010,
a0A2z000000B0cIEAS,AAS-00000671,0012z00000CGK6JAAX,a0C2z000000B59OEAS,,England,FLOWERS BY YVONNE,AA-0010,
a0A2z000000B0cJEAS,AAS-00000672,0012z00000CGK6KAAX,a0C2z000000B59OEAS,,England,TTS UK LTD SKIPSEA VILLAGE POST OFFICE,AA-0010,
a0A2z000000B0cKEAS,AAS-00000673,0012z00000CGK6LAAX,a0C2z000000B59OEAS,,England,WOODMAN FORECOURTS LTD T/A WOODMAN SERVICE STATION,AA-0010,
a0A2z000000B0cLEAS,AAS-00000674,0012z00000CGK6MAAX,a0C2z000000B59OEAS,,England,SUNRISE SUPERMARKET,AA-0010,
a0A2z000000B0cMEAS,AAS-00000675,0012z00000CGK6NAAX,a0C2z000000B59OEAS,,England,OAKENSHAW NEWS & OFF LICENCE,AA-0010,
a0A2z000000B0cNEAS,AAS-00000676,0012z00000CGK6OAAX,a0C2z000000B59OEAS,,England,MEHRBAN FOOD STORE,AA-0010,
a0A2z000000B0cOEAS,AAS-00000677,0012z00000CGK6PAAX,a0C2z000000B59OEAS,,England,LILYCROFT ROAD P/O & CONVENIENCE STORE,AA-0010,
a0A2z000000B0cPEAS,AAS-00000678,0012z00000CGK50AAH,a0C2z000000B59OEAS,,England,YORK STREET CONVENIENCE STORE OFF LICENSE,AA-0010,
a0A2z000000B0cQEAS,AAS-00000679,0012z00000CGK53AAH,a0C2z000000B59OEAS,,England,YOUR CHOICE NO 1,AA-0010,
a0A2z000000B0cREAS,AAS-00000680,0012z00000CGK54AAH,a0C2z000000B59OEAS,,England,HASLOD NEWS,AA-0010,
a0A2z000000B0cTEAS,AAS-00000682,0012z00000CGK56AAH,a0C2z000000B59OEAS,,England,SILSILA,AA-0010,
a0A2z000000B0cUEAS,AAS-00000683,0012z00000CGK59AAH,a0C2z000000B59OEAS,,England,AL MADINA SUPERSTORE,AA-0010,
a0A2z000000B0cVEAS,AAS-00000684,0012z00000CGK5AAAX,a0C2z000000B59OEAS,,England,WARDILL BROS,AA-0010,
a0A2z000000B0cWEAS,AAS-00000685,0012z00000CGK5CAAX,a0C2z000000B59OEAS,,England,M B NEWS LTD,AA-0010,
a0A2z000000B0cXEAS,AAS-00000686,0012z00000CGK5DAAX,a0C2z000000B59OEAS,,England,YOUR LOCAL,AA-0010,
a0A2z000000B0cYEAS,AAS-00000687,0012z00000CGK5EAAX,a0C2z000000B59OEAS,,England,LINK WHOLESALE LTD,AA-0010,
a0A2z000000B0cZEAS,AAS-00000688,0012z00000CGK5FAAX,a0C2z000000B59OEAS,,England,NOZZYS OFF LICENCE,AA-0010,
a0A2z000000B0caEAC,AAS-00000689,0012z00000CGK5GAAX,a0C2z000000B59OEAS,,England,N SHAZAD T/A LIFESTYLE EXPRESS,AA-0010,
a0A2z000000B0cbEAC,AAS-00000690,0012z00000CGK5HAAX,a0C2z000000B59OEAS,,England,ONE STOP,AA-0010,
a0A2z000000B0ccEAC,AAS-00000691,0012z00000CGK5IAAX,a0C2z000000B59OEAS,,England,JSA STORES LTD,AA-0010,
a0A2z000000B0cdEAC,AAS-00000692,0012z00000CGK5JAAX,a0C2z000000B59OEAS,,England,REHMAN JUNCTION STORE,AA-0010,
a0A2z000000B0mKEAS,AAS-00001293,0012z00000CGK9kAAH,a0C2z000000B59OEAS,,England,TODMORDEN NEWSCENTRE LTD,AA-0010,
a0A2z000000B0mLEAS,AAS-00001294,0012z00000CGK9lAAH,a0C2z000000B59OEAS,,England,FAZ CONVENIENCE,AA-0010,
a0A2z000000B0mMEAS,AAS-00001295,0012z00000CGK9mAAH,a0C2z000000B59OEAS,,England,THE TOP SHOP,AA-0010,
a0A2z000000B0mNEAS,AAS-00001296,0012z00000CGK9nAAH,a0C2z000000B59OEAS,,England,RIPON CORNER,AA-0010,
a0A2z000000B0mOEAS,AAS-00001297,0012z00000CGK9oAAH,a0C2z000000B59OEAS,,England,SINGHS STORES,AA-0010,
a0A2z000000B0mPEAS,AAS-00001298,0012z00000CGK9qAAH,a0C2z000000B59OEAS,,England,MULTI SAVER,AA-0010,
a0A2z000000B0mQEAS,AAS-00001299,0012z00000CGK9rAAH,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0mREAS,AAS-00001300,0012z00000CGK9tAAH,a0C2z000000B59OEAS,,England,ALL IN ONE CONVENIENCE STORE,AA-0010,
a0A2z000000B0mSEAS,AAS-00001301,0012z00000CGK9uAAH,a0C2z000000B59OEAS,,England,THE POST OFFICE,AA-0010,
a0A2z000000B0mTEAS,AAS-00001302,0012z00000CGK9vAAH,a0C2z000000B59OEAS,,England,CASTLE PARADE EXPRESS,AA-0010,
a0A2z000000B0mVEAS,AAS-00001304,0012z00000CGK9yAAH,a0C2z000000B59OEAS,,England,STANLEY WINES,AA-0010,
a0A2z000000B0mWEAS,AAS-00001305,0012z00000CGKA0AAP,a0C2z000000B59OEAS,,England,SINGH STORE,AA-0010,
a0A2z000000B0mXEAS,AAS-00001306,0012z00000CGKA1AAP,a0C2z000000B59OEAS,,England,GO LOCAL,AA-0010,
a0A2z000000B0mYEAS,AAS-00001307,0012z00000CGKA2AAP,a0C2z000000B59OEAS,,England,REED STREET FISHERIES LTD,AA-0010,
a0A2z000000B0mZEAS,AAS-00001308,0012z00000CGKA3AAP,a0C2z000000B59OEAS,,England,LOWER GRANGE CONVIENCE STORE,AA-0010,
a0A2z000000B0maEAC,AAS-00001309,0012z00000CGKA5AAP,a0C2z000000B59OEAS,,England,SAMS WINES,AA-0010,
a0A2z000000B0mbEAC,AAS-00001310,0012z00000CGKA7AAP,a0C2z000000B59OEAS,,England,ABBEYDALE SUPERMARKET,AA-0010,
a0A2z000000B0mdEAC,AAS-00001312,0012z00000CGKA9AAP,a0C2z000000B59OEAS,,England,AP FOODSTORE LTD T/A NISA LOCAL,AA-0010,
a0A2z000000B0meEAC,AAS-00001313,0012z00000CGKAAAA5,a0C2z000000B59OEAS,,England,KALS,AA-0010,
a0A2z000000B0mfEAC,AAS-00001314,0012z00000CGKABAA5,a0C2z000000B59OEAS,,England,BOOZE CROOZE,AA-0010,
a0A2z000000B0mgEAC,AAS-00001315,0012z00000CGK9GAAX,a0C2z000000B59OEAS,,England,NEVISON NEWS & BOOZE,AA-0010,
a0A2z000000B0mhEAC,AAS-00001316,0012z00000CGK9HAAX,a0C2z000000B59OEAS,,England,AL TARIQ FOODS,AA-0010,
a0A2z000000B0miEAC,AAS-00001317,0012z00000CGK9IAAX,a0C2z000000B59OEAS,,England,BARDGETT FISHERIES,AA-0010,
a0A2z000000B0mjEAC,AAS-00001318,0012z00000CGK9JAAX,a0C2z000000B59OEAS,,England,TOP SHOP,AA-0010,
a0A2z000000B0mkEAC,AAS-00001319,0012z00000CGK9KAAX,a0C2z000000B59OEAS,,England,UL-HAQ SUPERSTORE,AA-0010,
a0A2z000000B0mlEAC,AAS-00001320,0012z00000CGK9LAAX,a0C2z000000B59OEAS,,England,KIRUBAI & SONS LTD,AA-0010,
a0A2z000000B0mmEAC,AAS-00001321,0012z00000CGK9MAAX,a0C2z000000B59OEAS,,England,NISA,AA-0010,
a0A2z000000B0mnEAC,AAS-00001322,0012z00000CGK9NAAX,a0C2z000000B59OEAS,,England,LUMARS @ HYDE PARK,AA-0010,
a0A2z000000B0moEAC,AAS-00001323,0012z00000CGK9OAAX,a0C2z000000B59OEAS,,England,LEEDS CITY STORE,AA-0010,
a0A2z000000B0mpEAC,AAS-00001324,0012z00000CGK9PAAX,a0C2z000000B59OEAS,,England,S K SUPERSTORE,AA-0010,
a0A2z000000B0mqEAC,AAS-00001325,0012z00000CGK9QAAX,a0C2z000000B59OEAS,,England,SPA VIEW CONVENIENCE STORE,AA-0010,
a0A2z000000B0mrEAC,AAS-00001326,0012z00000CGK9RAAX,a0C2z000000B59OEAS,,England,KHAWAJA STORE,AA-0010,
a0A2z000000B0msEAC,AAS-00001327,0012z00000CGK9SAAX,a0C2z000000B59OEAS,,England,SOUTHROYD STORES,AA-0010,
a0A2z000000B0mtEAC,AAS-00001328,0012z00000CGK9TAAX,a0C2z000000B59OEAS,,England,S M A CONVENIENCE STORE,AA-0010,
a0A2z000000B0muEAC,AAS-00001329,0012z00000CGKACAA5,a0C2z000000B59OEAS,,England,GO LOCAL - WELCOME STORES,AA-0010,
a0A2z000000B0mvEAC,AAS-00001330,0012z00000CGKADAA5,a0C2z000000B59OEAS,,England,IMOS SUPERSTORE,AA-0010,
a0A2z000000B0mwEAC,AAS-00001331,0012z00000CGKAEAA5,a0C2z000000B59OEAS,,England,FRIENDS FOODS,AA-0010,
a0A2z000000B0mxEAC,AAS-00001332,0012z00000CGKAGAA5,a0C2z000000B59OEAS,,England,D.S CORP LTD T/A SPAR,AA-0010,
a0A2z000000B0ceEAC,AAS-00000693,0012z00000CGK5KAAX,a0C2z000000B59OEAS,,England,K.S STORES,AA-0010,
a0A2z000000B0cfEAC,AAS-00000694,0012z00000CGK5LAAX,a0C2z000000B59OEAS,,England,KHURRAMS,AA-0010,
a0A2z000000B0cgEAC,AAS-00000695,0012z00000CGK5NAAX,a0C2z000000B59OEAS,,England,ONE STOP,AA-0010,
a0A2z000000B0chEAC,AAS-00000696,0012z00000CGK5OAAX,a0C2z000000B59OEAS,,England,QUEENS HOME STORE,AA-0010,
a0A2z000000B0ciEAC,AAS-00000697,0012z00000CGK5PAAX,a0C2z000000B59OEAS,,England,NOWELL STORES,AA-0010,
a0A2z000000B0cjEAC,AAS-00000698,0012z00000CGK5QAAX,a0C2z000000B59OEAS,,England,GO LOCAL EXTRA,AA-0010,
a0A2z000000B0ckEAC,AAS-00000699,0012z00000CGK5RAAX,a0C2z000000B59OEAS,,England,MORE REASONS,AA-0010,
a0A2z000000B0clEAC,AAS-00000700,0012z00000CGK5SAAX,a0C2z000000B59OEAS,,England,WILLOW NEWS,AA-0010,
a0A2z000000B0cmEAC,AAS-00000701,0012z00000CGK5TAAX,a0C2z000000B59OEAS,,England,LUCKEYSZI,AA-0010,
a0A2z000000B0cnEAC,AAS-00000702,0012z00000CGK5UAAX,a0C2z000000B59OEAS,,England,THE CORNER SHOP,AA-0010,
a0A2z000000B0coEAC,AAS-00000703,0012z00000CGK5VAAX,a0C2z000000B59OEAS,,England,SMITHY BRIDGE CONVENIENCE STORE,AA-0010,
a0A2z000000B0cpEAC,AAS-00000704,0012z00000CGK5WAAX,a0C2z000000B59OEAS,,England,RYAN'S OFF LICENCE & CONVENIENCE STORE,AA-0010,
a0A2z000000B0cqEAC,AAS-00000705,0012z00000CGK5YAAX,a0C2z000000B59OEAS,,England,ALL IN ONE EXPRESS,AA-0010,
a0A2z000000B0crEAC,AAS-00000706,0012z00000CGK5ZAAX,a0C2z000000B59OEAS,,England,SND STORE LTD,AA-0010,
a0A2z000000B0csEAC,AAS-00000707,0012z00000CGK5aAAH,a0C2z000000B59OEAS,,England,GO LOCAL EXTRA,AA-0010,
a0A2z000000B0ctEAC,AAS-00000708,0012z00000CGK5cAAH,a0C2z000000B59OEAS,,England,THE PANTRY,AA-0010,
a0A2z000000B0cuEAC,AAS-00000709,0012z00000CGK5dAAH,a0C2z000000B59OEAS,,England,SWEET EMPORIUM,AA-0010,
a0A2z000000B0cvEAC,AAS-00000710,0012z00000CGK5gAAH,a0C2z000000B59OEAS,,England,BAKERS OF DISTINCTION,AA-0010,
a0A2z000000B0cwEAC,AAS-00000711,0012z00000CGK3wAAH,a0C2z000000B59OEAS,,England,WILLASTON VILLAGE STORE,AA-0010,
a0A2z000000B0cxEAC,AAS-00000712,0012z00000CGK3yAAH,a0C2z000000B59OEAS,,England,FRED'S  LATE NIGHT OFF LICENCE,AA-0010,
