Id,Name,aforza__Account__c,aforza__Attribute__c,aforza__Product__c,aforza__Value__c,aforza__Account__r.Name,aforza__Attribute__r.aforza__Code__c,aforza__Product__r.StockKeepingUnit
a0A2z000000B0YIEA0,AAS-00000423,0012z00000BytMWAAZ,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0YLEA0,AAS-00000426,0012z00000BytLoAAJ,a0C2z000000B59OEAS,,England,FIZAH GROCERS,AA-0010,
a0A2z000000B0YMEA0,AAS-00000427,0012z00000BytLpAAJ,a0C2z000000B59OEAS,,England,GIGI SUPERMARKET,AA-0010,
a0A2z000000B0YNEA0,AAS-00000428,0012z00000BytLqAAJ,a0C2z000000B59OEAS,,England,HIDDERLEYS FOURCOURT,AA-0010,
a0A2z000000B0YOEA0,AAS-00000429,0012z00000BytLtAAJ,a0C2z000000B59OEAS,,England,MERLIN FOOD SERVICE,AA-0010,
a0A2z000000B0YPEA0,AAS-00000430,0012z00000BytLuAAJ,a0C2z000000B59OEAS,,England,BARKAT'S NEWS ETC,AA-0010,
a0A2z000000B0YQEA0,AAS-00000431,0012z00000BytLvAAJ,a0C2z000000B59OEAS,,England,REHAN AND SONS,AA-0010,
a0A2z000000B0YREA0,AAS-00000432,0012z00000BytLwAAJ,a0C2z000000B59OEAS,,England,HL SUPERMARKET,AA-0010,
a0A2z000000B0YSEA0,AAS-00000433,0012z00000BytLxAAJ,a0C2z000000B59OEAS,,England,AL AQSA SUPERMARKET LTD T/A MARKET ASIA,AA-0010,
a0A2z000000B0YTEA0,AAS-00000434,0012z00000BytLyAAJ,a0C2z000000B59OEAS,,England,PUNJAB STORES,AA-0010,
a0A2z000000B0YUEA0,AAS-00000435,0012z00000BytLzAAJ,a0C2z000000B59OEAS,,England,ST MINI MARKET,AA-0010,
a0A2z000000B0YVEA0,AAS-00000436,0012z00000BytM0AAJ,a0C2z000000B59OEAS,,England,AK SUPERSTORE,AA-0010,
a0A2z000000B0YWEA0,AAS-00000437,0012z00000BytM1AAJ,a0C2z000000B59OEAS,,England,ZAFFS GO LOCAL,AA-0010,
a0A2z000000B0YXEA0,AAS-00000438,0012z00000BytM3AAJ,a0C2z000000B59OEAS,,England,SCOTT STORE & OFF LICENCE,AA-0010,
a0A2z000000B0YYEA0,AAS-00000439,0012z00000BytM4AAJ,a0C2z000000B59OEAS,,England,ABI MINIMART,AA-0010,
a0A2z000000B0YZEA0,AAS-00000440,0012z00000BytM5AAJ,a0C2z000000B59OEAS,,England,SHREEKHDAL STORE LTD,AA-0010,
a0A2z000000B0YaEAK,AAS-00000441,0012z00000BytM6AAJ,a0C2z000000B59OEAS,,England,COOL PARTIES LTD T/A MONKEY PLAY LAND,AA-0010,
a0A2z000000B0YbEAK,AAS-00000442,0012z00000BytM7AAJ,a0C2z000000B59OEAS,,England,JAYSONS MINI MARKET,AA-0010,
a0A2z000000B0YcEAK,AAS-00000443,0012z00000BytM8AAJ,a0C2z000000B59OEAS,,England,HARESFINCH SERVICE STATION LTD,AA-0010,
a0A2z000000B0YdEAK,AAS-00000444,0012z00000BytM9AAJ,a0C2z000000B59OEAS,,England,SUPER BOOZE MINIMARKET LTD,AA-0010,
a0A2z000000B0YeEAK,AAS-00000445,0012z00000BytMAAAZ,a0C2z000000B59OEAS,,England,SWEET EMPORIUM,AA-0010,
a0A2z000000B0YfEAK,AAS-00000446,0012z00000BytMCAAZ,a0C2z000000B59OEAS,,England,CHANAN LTD T/A SELECT CONVENIENCE,AA-0010,
a0A2z000000B0YgEAK,AAS-00000447,0012z00000BytMEAAZ,a0C2z000000B59OEAS,,England,FOOD WORLD,AA-0010,
a0A2z000000B0YhEAK,AAS-00000448,0012z00000BytMFAAZ,a0C2z000000B59OEAS,,England,FLOWER ESTATE OFF LICENCE,AA-0010,
a0A2z000000B0YiEAK,AAS-00000449,0012z00000BytMGAAZ,a0C2z000000B59OEAS,,England,SS STORES,AA-0010,
a0A2z000000B0YjEAK,AAS-00000450,0012z00000BytMHAAZ,a0C2z000000B59OEAS,,England,SWINTON SUPERSTORE,AA-0010,
a0A2z000000B0YkEAK,AAS-00000451,0012z00000BytMIAAZ,a0C2z000000B59OEAS,,England,THE OAST HOUSE NEWS LTD,AA-0010,
a0A2z000000B0YlEAK,AAS-00000452,0012z00000BytMJAAZ,a0C2z000000B59OEAS,,England,JAYS OFF LICENCE,AA-0010,
a0A2z000000B0iSEAS,AAS-00001053,0012z00000CGK96AAH,a0C2z000000B59OEAS,,England,LOCKLAND STORES LTD,AA-0010,
a0A2z000000B0iTEAS,AAS-00001054,0012z00000CGK97AAH,a0C2z000000B59OEAS,,England,WESTFIELD OFF LICENCE STOP,AA-0010,
a0A2z000000B0iUEAS,AAS-00001055,0012z00000CGK98AAH,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0iVEAS,AAS-00001056,0012z00000CGK99AAH,a0C2z000000B59OEAS,,England,PREMIER HEMSWORTH,AA-0010,
a0A2z000000B0iWEAS,AAS-00001057,0012z00000CGK9AAAX,a0C2z000000B59OEAS,,England,NITHU LOCAL,AA-0010,
a0A2z000000B0iXEAS,AAS-00001058,0012z00000CGK9BAAX,a0C2z000000B59OEAS,,England,HIGH STREET STORES,AA-0010,
a0A2z000000B0iYEAS,AAS-00001059,0012z00000CGK9CAAX,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0iZEAS,AAS-00001060,0012z00000CGK9DAAX,a0C2z000000B59OEAS,,England,PREMIER WAKEFIELD ROAD,AA-0010,
a0A2z000000B0iaEAC,AAS-00001061,0012z00000CGK9EAAX,a0C2z000000B59OEAS,,England,WILLOW PARK POST OFFICE,AA-0010,
a0A2z000000B0ibEAC,AAS-00001062,0012z00000CGK9FAAX,a0C2z000000B59OEAS,,England,BOGHAR BROS,AA-0010,
a0A2z000000B0icEAC,AAS-00001063,0012z00000CGK6QAAX,a0C2z000000B59OEAS,,England,SOUTHFIELD FOOD FAIR,AA-0010,
a0A2z000000B0idEAC,AAS-00001064,0012z00000CGK6RAAX,a0C2z000000B59OEAS,,England,GILSTEAD POST OFFICE,AA-0010,
a0A2z000000B0ieEAC,AAS-00001065,0012z00000CGK6SAAX,a0C2z000000B59OEAS,,England,CLEGGS NEWSAGENTS,AA-0010,
a0A2z000000B0ifEAC,AAS-00001066,0012z00000CGK6TAAX,a0C2z000000B59OEAS,,England,SPENCER FOODS,AA-0010,
a0A2z000000B0igEAC,AAS-00001067,0012z00000CGK6UAAX,a0C2z000000B59OEAS,,England,MR TOOR,AA-0010,
a0A2z000000B0ihEAC,AAS-00001068,0012z00000CGK6VAAX,a0C2z000000B59OEAS,,England,ALIFS SELF SERVICE,AA-0010,
a0A2z000000B0iiEAC,AAS-00001069,0012z00000CGK6WAAX,a0C2z000000B59OEAS,,England,VICTORIA OFF LICENCE,AA-0010,
a0A2z000000B0ijEAC,AAS-00001070,0012z00000CGK6XAAX,a0C2z000000B59OEAS,,England,M A FOOD & WINE,AA-0010,
a0A2z000000B0ikEAC,AAS-00001071,0012z00000CGK6YAAX,a0C2z000000B59OEAS,,England,WOODSIDE STORES,AA-0010,
a0A2z000000B0ilEAC,AAS-00001072,0012z00000CGK6ZAAX,a0C2z000000B59OEAS,,England,LAMBERT STORES,AA-0010,
a0A2z000000B0imEAC,AAS-00001073,0012z00000CGK6aAAH,a0C2z000000B59OEAS,,England,R & P NEWSAGENTS,AA-0010,
a0A2z000000B0inEAC,AAS-00001074,0012z00000CGK6bAAH,a0C2z000000B59OEAS,,England,LEEDS ROAD FISHERIES,AA-0010,
a0A2z000000B0ioEAC,AAS-00001075,0012z00000CGK6cAAH,a0C2z000000B59OEAS,,England,LEEDS ROAD GROCERY LIMITED,AA-0010,
a0A2z000000B0ipEAC,AAS-00001076,0012z00000CGK6dAAH,a0C2z000000B59OEAS,,England,IBRAHAM FOODS,AA-0010,
a0A2z000000B0iqEAC,AAS-00001077,0012z00000CGK6eAAH,a0C2z000000B59OEAS,,England,B & B NEWS,AA-0010,
a0A2z000000B0irEAC,AAS-00001078,0012z00000CGK6fAAH,a0C2z000000B59OEAS,,England,BIERLEY SUPERSTORE,AA-0010,
a0A2z000000B0isEAC,AAS-00001079,0012z00000CGK6gAAH,a0C2z000000B59OEAS,,England,CHATHAS NEWSAGENTS,AA-0010,
a0A2z000000B0itEAC,AAS-00001080,0012z00000CGK6hAAH,a0C2z000000B59OEAS,,England,ALI NEWS,AA-0010,
a0A2z000000B0iuEAC,AAS-00001081,0012z00000CGK6iAAH,a0C2z000000B59OEAS,,England,ZAYNS GENERAL STORE,AA-0010,
a0A2z000000B0ivEAC,AAS-00001082,0012z00000CGK6jAAH,a0C2z000000B59OEAS,,England,SHEENA RETAIL LTD T/A  BANK STORES,AA-0010,
a0A2z000000B0iwEAC,AAS-00001083,0012z00000CGK6kAAH,a0C2z000000B59OEAS,,England,SAFFRON NEWSAGENTS,AA-0010,
a0A2z000000B0ixEAC,AAS-00001084,0012z00000CGK6lAAH,a0C2z000000B59OEAS,,England,WINDYBANK OFF LICENCE,AA-0010,
a0A2z000000B0izEAC,AAS-00001086,0012z00000CGK6nAAH,a0C2z000000B59OEAS,,England,PATELS NEWSAGENTS,AA-0010,
a0A2z000000B0j0EAC,AAS-00001087,0012z00000CGK6oAAH,a0C2z000000B59OEAS,,England,PUREWALL LTD,AA-0010,
a0A2z000000B0j1EAC,AAS-00001088,0012z00000CGK6pAAH,a0C2z000000B59OEAS,,England,EVERYDAY (365),AA-0010,
a0A2z000000B0j2EAC,AAS-00001089,0012z00000CGK6qAAH,a0C2z000000B59OEAS,,England,GET IN THE SPIRIT,AA-0010,
a0A2z000000B0j3EAC,AAS-00001090,0012z00000CGK6rAAH,a0C2z000000B59OEAS,,England,S T NEWS,AA-0010,
a0A2z000000B0j4EAC,AAS-00001091,0012z00000CGK6sAAH,a0C2z000000B59OEAS,,England,SINGH BROTHERS,AA-0010,
a0A2z000000B0j5EAC,AAS-00001092,0012z00000CGK6tAAH,a0C2z000000B59OEAS,,England,THE LOCAL,AA-0010,
a0A2z000000B0YmEAK,AAS-00000453,0012z00000ByawBAAR,a0C2z000000B59OEAS,,England,COST SAVERS LOCAL SUPERMARKET,AA-0010,
a0A2z000000B0YnEAK,AAS-00000454,0012z00000ByawCAAR,a0C2z000000B59OEAS,,England,PARKINSON CONVENIENCE STORE,AA-0010,
a0A2z000000B0YqEAK,AAS-00000457,0012z00000CGK11AAH,a0C2z000000B59OEAS,,England,BRIDGE COURT STORES,AA-0010,
a0A2z000000B0YrEAK,AAS-00000458,0012z00000CGK12AAH,a0C2z000000B59OEAS,,England,KELLY'S,AA-0010,
a0A2z000000B0YsEAK,AAS-00000459,0012z00000CGK13AAH,a0C2z000000B59OEAS,,England,CJ'S TUCKSHOP,AA-0010,
a0A2z000000B0YtEAK,AAS-00000460,0012z00000CGK14AAH,a0C2z000000B59OEAS,,England,ANSDELL RD POST OFFICE,AA-0010,
a0A2z000000B0YuEAK,AAS-00000461,0012z00000CGK15AAH,a0C2z000000B59OEAS,,England,VKD FOOD AND WINE,AA-0010,
a0A2z000000B0YvEAK,AAS-00000462,0012z00000CGK16AAH,a0C2z000000B59OEAS,,England,PRICEWISE NEWS LTD,AA-0010,
a0A2z000000B0YwEAK,AAS-00000463,0012z00000CGK17AAH,a0C2z000000B59OEAS,,England,THE TAP HOUSE,AA-0010,
a0A2z000000B0YxEAK,AAS-00000464,0012z00000CGK18AAH,a0C2z000000B59OEAS,,England,ALLIANCE CONVIENENCE STORE,AA-0010,
a0A2z000000B0YyEAK,AAS-00000465,0012z00000CGK19AAH,a0C2z000000B59OEAS,,England,TSJ NEWSAGENTS,AA-0010,
a0A2z000000B0YzEAK,AAS-00000466,0012z00000CGK1AAAX,a0C2z000000B59OEAS,,England,MULLA MINI MARKET,AA-0010,
a0A2z000000B0Z0EAK,AAS-00000467,0012z00000CGK1BAAX,a0C2z000000B59OEAS,,England,WOODNOOK FOOD AND WINE CENTRE,AA-0010,
a0A2z000000B0Z1EAK,AAS-00000468,0012z00000CGK1CAAX,a0C2z000000B59OEAS,,England,LIVESEY SUPERSTORE,AA-0010,
a0A2z000000B0Z2EAK,AAS-00000469,0012z00000CGK1DAAX,a0C2z000000B59OEAS,,England,DAVENPORT RD STORES,AA-0010,
a0A2z000000B0Z3EAK,AAS-00000470,0012z00000CGK1EAAX,a0C2z000000B59OEAS,,England,OSSY GENERAL STORE,AA-0010,
a0A2z000000B0Z4EAK,AAS-00000471,0012z00000CGK1FAAX,a0C2z000000B59OEAS,,England,K SHARRIF,AA-0010,
a0A2z000000B0Z5EAK,AAS-00000472,0012z00000CGK1GAAX,a0C2z000000B59OEAS,,England,BRITAIN NEWS,AA-0010,
a0A2z000000B0Z6EAK,AAS-00000473,0012z00000CGK1HAAX,a0C2z000000B59OEAS,,England,BLACKBURN SERVICE STATION,AA-0010,
a0A2z000000B0Z7EAK,AAS-00000474,0012z00000CGK1IAAX,a0C2z000000B59OEAS,,England,HOLLY ST STORES,AA-0010,
a0A2z000000B0Z8EAK,AAS-00000475,0012z00000CGK1JAAX,a0C2z000000B59OEAS,,England,KASHMIR SUPERMARKET,AA-0010,
a0A2z000000B0Z9EAK,AAS-00000476,0012z00000CGK1KAAX,a0C2z000000B59OEAS,,England,FISHMOOR STORE LTD,AA-0010,
a0A2z000000B0ZAEA0,AAS-00000477,0012z00000CGK1LAAX,a0C2z000000B59OEAS,,England,HOLLIN BRIDGE STORE,AA-0010,
a0A2z000000B0ZBEA0,AAS-00000478,0012z00000CGK1MAAX,a0C2z000000B59OEAS,,England,BASTWELL STORES LIMITED,AA-0010,
a0A2z000000B0ZCEA0,AAS-00000479,0012z00000CGK26AAH,a0C2z000000B59OEAS,,England,NISA LOCAL HEYES,AA-0010,
a0A2z000000B0ZDEA0,AAS-00000480,0012z00000CGK27AAH,a0C2z000000B59OEAS,,England,TAZ NEWSAGENTS,AA-0010,
a0A2z000000B0ZEEA0,AAS-00000481,0012z00000CGK28AAH,a0C2z000000B59OEAS,,England,BRITTANIA WINES,AA-0010,
a0A2z000000B0ZFEA0,AAS-00000482,0012z00000CGK29AAH,a0C2z000000B59OEAS,,England,SHOP LOCAL CONVENIENCE STORE,AA-0010,
a0A2z000000B0ZGEA0,AAS-00000483,0012z00000CGK2AAAX,a0C2z000000B59OEAS,,England,THE SWEET EMPORIUM,AA-0010,
a0A2z000000B0ZHEA0,AAS-00000484,0012z00000CGK2BAAX,a0C2z000000B59OEAS,,England,THORPE NEWS,AA-0010,
a0A2z000000B0ZIEA0,AAS-00000485,0012z00000CGK2CAAX,a0C2z000000B59OEAS,,England,NADEEM SUPERSTORE,AA-0010,
a0A2z000000B0ZJEA0,AAS-00000486,0012z00000CGK2EAAX,a0C2z000000B59OEAS,,England,AIRE VIEW STORES,AA-0010,
a0A2z000000B0ZKEA0,AAS-00000487,0012z00000CGK2FAAX,a0C2z000000B59OEAS,,England,M A HANS & SONS LTD,AA-0010,
a0A2z000000B0ZLEA0,AAS-00000488,0012z00000CGK2GAAX,a0C2z000000B59OEAS,,England,BEST IN CONVENIENCE LTD,AA-0010,
a0A2z000000B0ZMEA0,AAS-00000489,0012z00000CGK2HAAX,a0C2z000000B59OEAS,,England,WELLINGTON STORES,AA-0010,
a0A2z000000B0ZNEA0,AAS-00000490,0012z00000CGK2IAAX,a0C2z000000B59OEAS,,England,BEST BUY FOODS,AA-0010,
a0A2z000000B0ZOEA0,AAS-00000491,0012z00000CGK2JAAX,a0C2z000000B59OEAS,,England,KIRKGATE FISHERIES LTD,AA-0010,
a0A2z000000B0ZPEA0,AAS-00000492,0012z00000CGK2KAAX,a0C2z000000B59OEAS,,England,PITSMOOR OFF LICENCE & CONV STORE,AA-0010,
a0A2z000000B0j6EAC,AAS-00001093,0012z00000CGK6uAAH,a0C2z000000B59OEAS,,England,BROADWAY NEWS,AA-0010,
a0A2z000000B0j7EAC,AAS-00001094,0012z00000CGK6vAAH,a0C2z000000B59OEAS,,England,CAROUSEL,AA-0010,
a0A2z000000B0j8EAC,AAS-00001095,0012z00000CGK6wAAH,a0C2z000000B59OEAS,,England,WADWORTH SUPERMARKET,AA-0010,
a0A2z000000B0j9EAC,AAS-00001096,0012z00000CGK6xAAH,a0C2z000000B59OEAS,,England,GO LOCAL,AA-0010,
a0A2z000000B0jAEAS,AAS-00001097,0012z00000CGK6yAAH,a0C2z000000B59OEAS,,England,SWARAN MINI MARKET,AA-0010,
a0A2z000000B0jBEAS,AAS-00001098,0012z00000CGK6zAAH,a0C2z000000B59OEAS,,England,Z'S LOCAL FOOD SHOP,AA-0010,
a0A2z000000B0jCEAS,AAS-00001099,0012z00000CGK70AAH,a0C2z000000B59OEAS,,England,THE WINE SHOP,AA-0010,
a0A2z000000B0jDEAS,AAS-00001100,0012z00000CGK71AAH,a0C2z000000B59OEAS,,England,YO V & V CHAPPLELOW,AA-0010,
a0A2z000000B0jEEAS,AAS-00001101,0012z00000CGK72AAH,a0C2z000000B59OEAS,,England,WHEATLEY STORES,AA-0010,
a0A2z000000B0jFEAS,AAS-00001102,0012z00000CGK73AAH,a0C2z000000B59OEAS,,England,JR'S NEWS & CONVENIENCE STORE,AA-0010,
a0A2z000000B0jGEAS,AAS-00001103,0012z00000CGK74AAH,a0C2z000000B59OEAS,,England,MOUNT PELLON NEWS,AA-0010,
a0A2z000000B0jHEAS,AAS-00001104,0012z00000CGK75AAH,a0C2z000000B59OEAS,,England,SOWERBY BRIDGE OFF LICENSE,AA-0010,
a0A2z000000B0jIEAS,AAS-00001105,0012z00000CGK76AAH,a0C2z000000B59OEAS,,England,STATION NEWS,AA-0010,
a0A2z000000B0jJEAS,AAS-00001106,0012z00000CGK77AAH,a0C2z000000B59OEAS,,England,VINUS SUPERSTORE,AA-0010,
a0A2z000000B0jKEAS,AAS-00001107,0012z00000CGK78AAH,a0C2z000000B59OEAS,,England,NEWPORT NEWS AND OFF LICENCE,AA-0010,
a0A2z000000B0jLEAS,AAS-00001108,0012z00000CGK79AAH,a0C2z000000B59OEAS,,England,SOUTH KILLINGHOLME STORES,AA-0010,
a0A2z000000B0jMEAS,AAS-00001109,0012z00000CGK7AAAX,a0C2z000000B59OEAS,,England,SIDHU BROTHERS NISA,AA-0010,
a0A2z000000B0jNEAS,AAS-00001110,0012z00000CGK7BAAX,a0C2z000000B59OEAS,,England,PREMIER EXTRA CONVENIENCE STORE,AA-0010,
a0A2z000000B0jOEAS,AAS-00001111,0012z00000CGK7CAAX,a0C2z000000B59OEAS,,England,CARTERGATE NEWS & WINE,AA-0010,
a0A2z000000B0jPEAS,AAS-00001112,0012z00000CGK7DAAX,a0C2z000000B59OEAS,,England,WOLLASTON ROAD STORE,AA-0010,
a0A2z000000B0jQEAS,AAS-00001113,0012z00000CGK7EAAX,a0C2z000000B59OEAS,,England,EDWARDS NEWSAGENT,AA-0010,
a0A2z000000B0jREAS,AAS-00001114,0012z00000CGK7FAAX,a0C2z000000B59OEAS,,England,MARKLEWS FISH & CHIP,AA-0010,
a0A2z000000B0jSEAS,AAS-00001115,0012z00000CGK7GAAX,a0C2z000000B59OEAS,,England,PREMIER,AA-0010,
a0A2z000000B0jTEAS,AAS-00001116,0012z00000CGK7HAAX,a0C2z000000B59OEAS,,England,PREMIER - B MORE LOCAL,AA-0010,
a0A2z000000B0jUEAS,AAS-00001117,0012z00000CGK7IAAX,a0C2z000000B59OEAS,,England,BEECHWOOD STORES,AA-0010,
a0A2z000000B0jVEAS,AAS-00001118,0012z00000CGK7JAAX,a0C2z000000B59OEAS,,England,SIMONS (S.POWDRELL),AA-0010,
a0A2z000000B0jWEAS,AAS-00001119,0012z00000CGK7KAAX,a0C2z000000B59OEAS,,England,PICKWARD PAPERS,AA-0010,
a0A2z000000B0jXEAS,AAS-00001120,0012z00000CGK7LAAX,a0C2z000000B59OEAS,,England,HOLDERNESS NEWS,AA-0010,
a0A2z000000B0jYEAS,AAS-00001121,0012z00000CGK7MAAX,a0C2z000000B59OEAS,,England,JFK MINIMART (PREMIER),AA-0010,
a0A2z000000B0jZEAS,AAS-00001122,0012z00000CGK7NAAX,a0C2z000000B59OEAS,,England,SANGHA NEWS,AA-0010,
a0A2z000000B0jaEAC,AAS-00001123,0012z00000CGK7OAAX,a0C2z000000B59OEAS,,England,HARTOFT NEWS,AA-0010,
a0A2z000000B0jbEAC,AAS-00001124,0012z00000CGK7PAAX,a0C2z000000B59OEAS,,England,MUFTIS CORNER SHOP,AA-0010,
a0A2z000000B0jcEAC,AAS-00001125,0012z00000CGK7QAAX,a0C2z000000B59OEAS,,England,FARM SHOP,AA-0010,
a0A2z000000B0jdEAC,AAS-00001126,0012z00000CGK7RAAX,a0C2z000000B59OEAS,,England,MACE STORE,AA-0010,
a0A2z000000B0jeEAC,AAS-00001127,0012z00000CGK7SAAX,a0C2z000000B59OEAS,,England,VIRDEE STORES,AA-0010,
a0A2z000000B0jfEAC,AAS-00001128,0012z00000CGK7TAAX,a0C2z000000B59OEAS,,England,LATIF RAMZAN AND SONS,AA-0010,
a0A2z000000B0jgEAC,AAS-00001129,0012z00000CGK7UAAX,a0C2z000000B59OEAS,,England,BAINS SELF SERVICE,AA-0010,
a0A2z000000B0jhEAC,AAS-00001130,0012z00000CGK7VAAX,a0C2z000000B59OEAS,,England,PATCO,AA-0010,
a0A2z000000B0jiEAC,AAS-00001131,0012z00000CGK7WAAX,a0C2z000000B59OEAS,,England,JOSHI NEWS,AA-0010,
a0A2z000000B0jjEAC,AAS-00001132,0012z00000CGK7XAAX,a0C2z000000B59OEAS,,England,GREENSIDE NEWS,AA-0010,
a0A2z000000B0ZQEA0,AAS-00000493,0012z00000CGK2LAAX,a0C2z000000B59OEAS,,England,THE LIQUER STORE,AA-0010,
a0A2z000000B0ZREA0,AAS-00000494,0012z00000CGK2MAAX,a0C2z000000B59OEAS,,England,AK SUPERSTORE NW LTD,AA-0010,
a0A2z000000B0ZSEA0,AAS-00000495,0012z00000CGK2NAAX,a0C2z000000B59OEAS,,England,FP FOODS LTD T/A LAKELAND GROCERS,AA-0010,
a0A2z000000B0ZTEA0,AAS-00000496,0012z00000CGK2OAAX,a0C2z000000B59OEAS,,England,VARSANI SUPERMARKET,AA-0010,
a0A2z000000B0ZUEA0,AAS-00000497,0012z00000CGK2PAAX,a0C2z000000B59OEAS,,England,ROUNDTHORN STORE LTD,AA-0010,
a0A2z000000B0ZVEA0,AAS-00000498,0012z00000CGK2RAAX,a0C2z000000B59OEAS,,England,MEGA SAVE,AA-0010,
a0A2z000000B0ZWEA0,AAS-00000499,0012z00000CGK2SAAX,a0C2z000000B59OEAS,,England,VICTORIA SERVICE STATION,AA-0010,
a0A2z000000B0ZXEA0,AAS-00000500,0012z00000CGK2TAAX,a0C2z000000B59OEAS,,England,HARI KARAN LTD,AA-0010,
a0A2z000000B0ZZEA0,AAS-00000502,0012z00000CGK2WAAX,a0C2z000000B59OEAS,,England,BEER BELLY OFF LICENCE,AA-0010,
a0A2z000000B0ZaEAK,AAS-00000503,0012z00000CGK2XAAX,a0C2z000000B59OEAS,,England,ULLSWATER CONVENIENCE STORES,AA-0010,
a0A2z000000B0ZbEAK,AAS-00000504,0012z00000CGK2YAAX,a0C2z000000B59OEAS,,England,MARPLE BRIDGE STORES,AA-0010,
a0A2z000000B0ZcEAK,AAS-00000505,0012z00000CGK2ZAAX,a0C2z000000B59OEAS,,England,FAMILY MINIMARKET,AA-0010,
a0A2z000000B0ZdEAK,AAS-00000506,0012z00000CGK2aAAH,a0C2z000000B59OEAS,,England,SINGHS FOOD & BOOZE,AA-0010,
a0A2z000000B0ZeEAK,AAS-00000507,0012z00000CGK2bAAH,a0C2z000000B59OEAS,,England,TOP SHOP,AA-0010,
a0A2z000000B0ZfEAK,AAS-00000508,0012z00000CGK2cAAH,a0C2z000000B59OEAS,,England,METRO C21,AA-0010,
a0A2z000000B0ZgEAK,AAS-00000509,0012z00000CGK2dAAH,a0C2z000000B59OEAS,,England,GO LOCAL HIGH STREET,AA-0010,
a0A2z000000B0ZhEAK,AAS-00000510,0012z00000CGK2eAAH,a0C2z000000B59OEAS,,England,ABI MINIMARKET,AA-0010,
a0A2z000000B0ZiEAK,AAS-00000511,0012z00000CGK2fAAH,a0C2z000000B59OEAS,,England,WILD THINGS SOFT PLAYCENTRE LTD,AA-0010,
a0A2z000000B0ZjEAK,AAS-00000512,0012z00000CGK2hAAH,a0C2z000000B59OEAS,,England,HAFIZ STORE,AA-0010,
a0A2z000000B0ZkEAK,AAS-00000513,0012z00000CGK2iAAH,a0C2z000000B59OEAS,,England,MISTRY SANDWICH BAR LTD,AA-0010,
a0A2z000000B0ZlEAK,AAS-00000514,0012z00000CGK2jAAH,a0C2z000000B59OEAS,,England,PLANET PLAY,AA-0010,
a0A2z000000B0ZmEAK,AAS-00000515,0012z00000CGK2kAAH,a0C2z000000B59OEAS,,England,SWEET EMPORIUM,AA-0010,
a0A2z000000B0ZnEAK,AAS-00000516,0012z00000CGK2lAAH,a0C2z000000B59OEAS,,England,QUALITY SAVER,AA-0010,
a0A2z000000B0ZoEAK,AAS-00000517,0012z00000CGK2mAAH,a0C2z000000B59OEAS,,England,7 DAY LOCAL,AA-0010,
a0A2z000000B0ZqEAK,AAS-00000519,0012z00000CGK33AAH,a0C2z000000B59OEAS,,England,HARRYS OFF LICENCE,AA-0010,
a0A2z000000B0ZrEAK,AAS-00000520,0012z00000CGK35AAH,a0C2z000000B59OEAS,,England,BREAD AND WINE,AA-0010,
a0A2z000000B0ZsEAK,AAS-00000521,0012z00000CGK36AAH,a0C2z000000B59OEAS,,England,CORNER NEWS,AA-0010,
a0A2z000000B0ZtEAK,AAS-00000522,0012z00000CGK39AAH,a0C2z000000B59OEAS,,England,STAND LANE STORES LTD,AA-0010,
a0A2z000000B0ZuEAK,AAS-00000523,0012z00000CGK3AAAX,a0C2z000000B59OEAS,,England,FLIP OUT,AA-0010,
a0A2z000000B0ZvEAK,AAS-00000524,0012z00000CGK3BAAX,a0C2z000000B59OEAS,,England,BOLD STREET NEWS,AA-0010,
a0A2z000000B0ZwEAK,AAS-00000525,0012z00000CGK3CAAX,a0C2z000000B59OEAS,,England,DAMIENS,AA-0010,
a0A2z000000B0ZxEAK,AAS-00000526,0012z00000CGK3DAAX,a0C2z000000B59OEAS,,England,ABASEEN CHAPELTOWN LTD,AA-0010,
a0A2z000000B0ZyEAK,AAS-00000527,0012z00000CGK3EAAX,a0C2z000000B59OEAS,,England,R R CONVENIENCE & OFF LICENSE LIMITED,AA-0010,
a0A2z000000B0ZzEAK,AAS-00000528,0012z00000CGK3FAAX,a0C2z000000B59OEAS,,England,TODAYS EXTRA STORES,AA-0010,
a0A2z000000B0a0EAC,AAS-00000529,0012z00000CGK3GAAX,a0C2z000000B59OEAS,,England,YARBURGH ROAD FISHERIES,AA-0010,
a0A2z000000B0a1EAC,AAS-00000530,0012z00000CGK3HAAX,a0C2z000000B59OEAS,,England,STREETHOUSE CONVENIENCE STORE,AA-0010,
a0A2z000000B0a2EAC,AAS-00000531,0012z00000CGK3IAAX,a0C2z000000B59OEAS,,England,RKSK RETAIL LTD T/A SINGHS NEWS,AA-0010,
a0A2z000000B0a3EAC,AAS-00000532,0012z00000CGK3JAAX,a0C2z000000B59OEAS,,England,AMANS OFF LICENCE,AA-0010,
a0A2z000000B0jkEAC,AAS-00001133,0012z00000CGK7YAAX,a0C2z000000B59OEAS,,England,FIXBY STORES NISA,AA-0010,
a0A2z000000B0jlEAC,AAS-00001134,0012z00000CGK7ZAAX,a0C2z000000B59OEAS,,England,PATEL NEWS,AA-0010,
